year,category,laureate_type,full_name,birth_year,birth_city,birth_country,gender,prize,motivation
1930,Medicine,Individual,Karl Landsteiner,1868,Vienna,Austrian Empire (Austria),Male,The Nobel Prize in Physiology or Medicine 1930,"""for his discovery of human blood groups"""
1930,Peace,Individual,Lars Olof Jonathan (Nathan) SÃ¶derblom,1866,TrÃ¶nÃ¶,Sweden,Male,The Nobel Peace Prize 1930,NA
1930,Physics,Individual,Sir Chandrasekhara Venkata Raman,1888,Tiruchirappalli,India,Male,The Nobel Prize in Physics 1930,"""for his work on the scattering of light and for the discovery of the effect named after him"""
1931,Chemistry,Individual,Carl Bosch,1874,Cologne,Germany,Male,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods"""
1931,Chemistry,Individual,Friedrich Bergius,1884,"Goldschmieden, near Breslau",Germany (Poland),Male,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods"""
1931,Literature,Individual,Erik Axel Karlfeldt,1864,Karlbo,Sweden,Male,The Nobel Prize in Literature 1931,"""The poetry of Erik Axel Karlfeldt"""
1931,Medicine,Individual,Otto Heinrich Warburg,1883,Freiburg im Breisgau,Germany,Male,The Nobel Prize in Physiology or Medicine 1931,"""for his discovery of the nature and mode of action of the respiratory enzyme"""
1931,Peace,Individual,Jane Addams,1860,"Cedarville, IL",United States of America,Female,The Nobel Peace Prize 1931,NA
1931,Peace,Individual,Nicholas Murray Butler,1862,"Elizabeth, NJ",United States of America,Male,The Nobel Peace Prize 1931,NA
1932,Chemistry,Individual,Irving Langmuir,1881,"Brooklyn, NY",United States of America,Male,The Nobel Prize in Chemistry 1932,"""for his discoveries and investigations in surface chemistry"""
1932,Literature,Individual,John Galsworthy,1867,Kingston Hill,United Kingdom,Male,The Nobel Prize in Literature 1932,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>"""
1932,Medicine,Individual,Sir Charles Scott Sherrington,1857,London,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 1932,"""for their discoveries regarding the functions of neurons"""
1932,Medicine,Individual,Edgar Douglas Adrian,1889,London,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 1932,"""for their discoveries regarding the functions of neurons"""
1932,Physics,Individual,Werner Karl Heisenberg,1901,WÃ¼rzburg,Germany,Male,The Nobel Prize in Physics 1932,"""for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen"""
1933,Literature,Individual,Ivan Alekseyevich Bunin,1870,Voronezh,Russia,Male,The Nobel Prize in Literature 1933,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing"""
1933,Medicine,Individual,Thomas Hunt Morgan,1866,"Lexington, KY",United States of America,Male,The Nobel Prize in Physiology or Medicine 1933,"""for his discoveries concerning the role played by the chromosome in heredity"""
1933,Peace,Individual,Sir Norman Angell (Ralph Lane),1872,Holbeach,United Kingdom,Male,The Nobel Peace Prize 1933,NA
1933,Physics,Individual,Erwin SchrÃ¶dinger,1887,Vienna,Austria,Male,The Nobel Prize in Physics 1933,"""for the discovery of new productive forms of atomic theory"""
1933,Physics,Individual,Paul Adrien Maurice Dirac,1905,Bristol,United Kingdom,Male,The Nobel Prize in Physics 1933,"""for the discovery of new productive forms of atomic theory"""
1934,Chemistry,Individual,Harold Clayton Urey,1893,"Walkerton, IN",United States of America,Male,The Nobel Prize in Chemistry 1934,"""for his discovery of heavy hydrogen"""
1934,Literature,Individual,Luigi Pirandello,1867,"Agrigento, Sicily",Italy,Male,The Nobel Prize in Literature 1934,"""for his bold and ingenious revival of dramatic and scenic art"""
1934,Medicine,Individual,George Hoyt Whipple,1878,"Ashland, NH",United States of America,Male,The Nobel Prize in Physiology or Medicine 1934,"""for their discoveries concerning liver therapy in cases of anaemia"""
1934,Medicine,Individual,George Richards Minot,1885,"Boston, MA",United States of America,Male,The Nobel Prize in Physiology or Medicine 1934,"""for their discoveries concerning liver therapy in cases of anaemia"""
1934,Medicine,Individual,William Parry Murphy,1892,"Stoughton, WI",United States of America,Male,The Nobel Prize in Physiology or Medicine 1934,"""for their discoveries concerning liver therapy in cases of anaemia"""
1934,Peace,Individual,Arthur Henderson,1863,Glasgow,Scotland,Male,The Nobel Peace Prize 1934,NA
1935,Chemistry,Individual,FrÃ©dÃ©ric Joliot,1900,Paris,France,Male,The Nobel Prize in Chemistry 1935,"""in recognition of their synthesis of new radioactive elements"""
1935,Chemistry,Individual,IrÃ¨ne Joliot-Curie,1897,Paris,France,Female,The Nobel Prize in Chemistry 1935,"""in recognition of their synthesis of new radioactive elements"""
1935,Medicine,Individual,Hans Spemann,1869,Stuttgart,W&uuml;rttemberg (Germany),Male,The Nobel Prize in Physiology or Medicine 1935,"""for his discovery of the organizer effect in embryonic development"""
1935,Peace,Individual,Carl von Ossietzky,1889,Hamburg,Germany,Male,The Nobel Peace Prize 1935,NA
1935,Physics,Individual,James Chadwick,1891,Manchester,United Kingdom,Male,The Nobel Prize in Physics 1935,"""for the discovery of the neutron"""
1936,Chemistry,Individual,Petrus (Peter) Josephus Wilhelmus Debye,1884,Maastricht,Netherlands,Male,The Nobel Prize in Chemistry 1936,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases"""
1936,Literature,Individual,Eugene Gladstone O'Neill,1888,"New York, NY",United States of America,Male,The Nobel Prize in Literature 1936,"""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"""
1936,Medicine,Individual,Sir Henry Hallett Dale,1875,London,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 1936,"""for their discoveries relating to chemical transmission of nerve impulses"""
1936,Medicine,Individual,Otto Loewi,1873,Frankfurt-on-the-Main,Germany,Male,The Nobel Prize in Physiology or Medicine 1936,"""for their discoveries relating to chemical transmission of nerve impulses"""
1936,Peace,Individual,Carlos Saavedra Lamas,1878,Buenos Aires,Argentina,Male,The Nobel Peace Prize 1936,NA
1936,Physics,Individual,Victor Franz Hess,1883,Peggau,Austria,Male,The Nobel Prize in Physics 1936,"""for his discovery of cosmic radiation"""
1936,Physics,Individual,Carl David Anderson,1905,"New York, NY",United States of America,Male,The Nobel Prize in Physics 1936,"""for his discovery of the positron"""
1937,Chemistry,Individual,Walter Norman Haworth,1883,Chorley,United Kingdom,Male,The Nobel Prize in Chemistry 1937,"""for his investigations on carbohydrates and vitamin C"""
1937,Chemistry,Individual,Paul Karrer,1889,Moscow,Russia,Male,The Nobel Prize in Chemistry 1937,"""for his investigations on carotenoids, flavins and vitamins A and B2"""
1937,Literature,Individual,Roger Martin du Gard,1881,Neuilly-sur-Seine,France,Male,The Nobel Prize in Literature 1937,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>"""
1937,Medicine,Individual,Albert von Szent-GyÃ¶rgyi NagyrÃ¡polt,1893,Budapest,Austria-Hungary (Hungary),Male,The Nobel Prize in Physiology or Medicine 1937,"""for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid"""
1937,Peace,Individual,"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)",1864,London,United Kingdom,Male,The Nobel Peace Prize 1937,NA
1937,Physics,Individual,Clinton Joseph Davisson,1881,"Bloomington, IL",United States of America,Male,The Nobel Prize in Physics 1937,"""for their experimental discovery of the diffraction of electrons by crystals"""
1937,Physics,Individual,George Paget Thomson,1892,Cambridge,United Kingdom,Male,The Nobel Prize in Physics 1937,"""for their experimental discovery of the diffraction of electrons by crystals"""
1938,Chemistry,Individual,Richard Kuhn,1900,Vienna,Austria-Hungary (Austria),Male,The Nobel Prize in Chemistry 1938,"""for his work on carotenoids and vitamins"""
1938,Literature,Individual,Pearl Buck,1892,"Hillsboro, WV",United States of America,Female,The Nobel Prize in Literature 1938,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces"""
1938,Medicine,Individual,Corneille Jean FranÃ§ois Heymans,1892,Ghent,Belgium,Male,The Nobel Prize in Physiology or Medicine 1938,"""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration"""
1938,Peace,Organization,Office international Nansen pour les RÃ©fugiÃ©s (Nansen International Office for Refugees),NA,NA,NA,NA,The Nobel Peace Prize 1938,NA
1938,Physics,Individual,Enrico Fermi,1901,Rome,Italy,Male,The Nobel Prize in Physics 1938,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons"""
1939,Chemistry,Individual,Adolf Friedrich Johann Butenandt,1903,Bremerhaven-Lehe,Germany,Male,The Nobel Prize in Chemistry 1939,"""for his work on sex hormones"""
1939,Chemistry,Individual,Leopold Ruzicka,1887,Vukovar,Austria-Hungary (Croatia),Male,The Nobel Prize in Chemistry 1939,"""for his work on polymethylenes and higher terpenes"""
1939,Literature,Individual,Frans Eemil SillanpÃ¤Ã¤,1888,HÃ¤meenkyrÃ¶,Russian Empire (Finland),Male,The Nobel Prize in Literature 1939,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature"""
1939,Medicine,Individual,Gerhard Domagk,1895,Lagow,Germany (Poland),Male,The Nobel Prize in Physiology or Medicine 1939,"""for the discovery of the antibacterial effects of prontosil"""
1939,Physics,Individual,Ernest Orlando Lawrence,1901,"Canton, SD",United States of America,Male,The Nobel Prize in Physics 1939,"""for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements"""
1943,Chemistry,Individual,George de Hevesy,1885,Budapest,Austria-Hungary (Hungary),Male,The Nobel Prize in Chemistry 1943,"""for his work on the use of isotopes as tracers in the study of chemical processes"""
1943,Medicine,Individual,Henrik Carl Peter Dam,1895,Copenhagen,Denmark,Male,The Nobel Prize in Physiology or Medicine 1943,"""for his discovery of vitamin K"""
1943,Medicine,Individual,Edward Adelbert Doisy,1893,"Hume, IL",United States of America,Male,The Nobel Prize in Physiology or Medicine 1943,"""for his discovery of the chemical nature of vitamin K"""
1943,Physics,Individual,Otto Stern,1888,Sorau (Zory),Germany (Poland),Male,The Nobel Prize in Physics 1943,"""for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton"""
1944,Chemistry,Individual,Otto Hahn,1879,Frankfurt-on-the-Main,Germany,Male,The Nobel Prize in Chemistry 1944,"""for his discovery of the fission of heavy nuclei"""
1944,Literature,Individual,Johannes Vilhelm Jensen,1873,FarsÃ¸,Denmark,Male,The Nobel Prize in Literature 1944,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style"""
1944,Medicine,Individual,Joseph Erlanger,1874,"San Francisco, CA",United States of America,Male,The Nobel Prize in Physiology or Medicine 1944,"""for their discoveries relating to the highly differentiated functions of single nerve fibres"""
1944,Medicine,Individual,Herbert Spencer Gasser,1888,"Platteville, WI",United States of America,Male,The Nobel Prize in Physiology or Medicine 1944,"""for their discoveries relating to the highly differentiated functions of single nerve fibres"""
1944,Peace,Organization,ComitÃ© international de la Croix Rouge (International Committee of the Red Cross),NA,NA,NA,NA,The Nobel Peace Prize 1944,NA
1944,Physics,Individual,Isidor Isaac Rabi,1898,Rymanow,Austria-Hungary (Poland),Male,The Nobel Prize in Physics 1944,"""for his resonance method for recording the magnetic properties of atomic nuclei"""
1945,Chemistry,Individual,Artturi Ilmari Virtanen,1895,Helsinki,Russian Empire (Finland),Male,The Nobel Prize in Chemistry 1945,"""for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method"""
